Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month Name,Quarter,Day Name,Profit Margin
2023-01-13,Smartwatch,Electronics,South,6,810,108.61,2023,1,January,1,Friday,13.40864197530864
2022-09-23,Laptop,Electronics,West,3,873,57.42,2022,9,September,3,Friday,6.577319587628866
2022-02-08,Tablet,Electronics,West,5,595,121.11,2022,2,February,1,Tuesday,20.35462184873949
2022-12-18,Laptop,Electronics,West,2,1562,119.56,2022,12,December,4,Sunday,7.654289372599232
2022-01-25,Smartwatch,Electronics,East,9,5337,1575.99,2022,1,January,1,Tuesday,29.529510961214168
2022-12-09,Printer,Office,North,2,212,13.4,2022,12,December,4,Friday,6.320754716981132
2023-06-14,Printer,Office,East,8,2704,705.74,2023,6,June,2,Wednesday,26.09985207100592
2024-05-31,Laptop,Electronics,North,5,3225,523.32,2024,5,May,2,Friday,16.226976744186047
2023-08-07,Monitor,Accessories,North,2,1342,184.59,2023,8,August,3,Monday,13.754843517138598
2022-07-13,Mouse,Accessories,South,7,3395,1012.78,2022,7,July,3,Wednesday,29.831516936671576
2024-12-01,Smartwatch,Electronics,East,4,3968,480.72,2024,12,December,4,Sunday,12.11491935483871
2024-04-12,Smartphone,Electronics,West,5,4555,776.65,2024,4,April,2,Friday,17.050493962678377
2022-02-26,Tablet,Electronics,West,2,2132,365.44,2022,2,February,1,Saturday,17.140712945590995
2022-03-31,Mouse,Accessories,West,6,6516,842.83,2022,3,March,1,Thursday,12.934775936157154
2023-08-17,Smartwatch,Electronics,North,2,2040,481.15,2023,8,August,3,Thursday,23.58578431372549
2024-09-23,Mouse,Accessories,East,6,6126,428.38,2024,9,September,3,Monday,6.992817499183807
2022-09-11,Smartwatch,Electronics,West,8,520,30.58,2022,9,September,3,Sunday,5.88076923076923
2023-01-01,Camera,Electronics,South,5,4470,526.96,2023,1,January,1,Sunday,11.78881431767338
2024-07-12,Smartwatch,Electronics,West,8,5504,1196.78,2024,7,July,3,Friday,21.743822674418603
2022-01-11,Headphones,Accessories,West,4,3036,511.69,2022,1,January,1,Tuesday,16.854084321475625
2024-10-05,Smartwatch,Electronics,East,5,2725,308.29,2024,10,October,4,Saturday,11.313394495412844
2024-09-16,Printer,Office,North,8,4080,336.96,2024,9,September,3,Monday,8.258823529411764
2024-05-23,Keyboard,Accessories,North,8,3080,776.6,2024,5,May,2,Thursday,25.214285714285715
2023-06-08,Smartwatch,Electronics,North,5,1525,413.75,2023,6,June,2,Thursday,27.13114754098361
2022-07-16,Monitor,Accessories,South,4,1332,342.85,2022,7,July,3,Saturday,25.739489489489493
2023-07-24,Smartphone,Electronics,South,7,4669,803.21,2023,7,July,3,Monday,17.20304133647462
2022-03-12,Smartwatch,Electronics,West,6,5310,1099.84,2022,3,March,1,Saturday,20.71261770244821
2023-01-12,Camera,Electronics,East,8,9392,2651.84,2023,1,January,1,Thursday,28.2350936967632
2022-11-03,Monitor,Accessories,South,5,1350,198.19,2022,11,November,4,Thursday,14.680740740740742
2024-03-14,Monitor,Accessories,North,4,3648,768.61,2024,3,March,1,Thursday,21.06935307017544
2023-07-27,Printer,Office,North,2,300,47.59,2023,7,July,3,Thursday,15.863333333333337
2022-08-14,Smartphone,Electronics,North,3,3408,727.26,2022,8,August,3,Sunday,21.339788732394364
2024-11-17,Keyboard,Accessories,South,9,4302,475.96,2024,11,November,4,Sunday,11.063691306369131
2024-05-13,Keyboard,Accessories,South,5,4575,771.24,2024,5,May,2,Monday,16.857704918032788
2022-10-21,Laptop,Electronics,East,8,9304,1855.7,2022,10,October,4,Friday,19.945184866723988
2024-04-15,Monitor,Accessories,East,4,1928,232.48,2024,4,April,2,Monday,12.058091286307054
2023-01-17,Printer,Office,East,2,1042,86.24,2023,1,January,1,Tuesday,8.276391554702494
2023-11-28,Tablet,Electronics,East,3,2214,507.7,2023,11,November,4,Tuesday,22.931345980126466
2024-05-03,Keyboard,Accessories,South,4,3024,678.26,2024,5,May,2,Friday,22.429232804232804
2023-08-11,Camera,Electronics,East,2,1104,173.01,2023,8,August,3,Friday,15.67119565217391
2022-07-26,Mouse,Accessories,East,8,6056,1631.71,2022,7,July,3,Tuesday,26.94369220607662
2023-02-07,Mouse,Accessories,South,5,5295,1375.98,2023,2,February,1,Tuesday,25.986402266288955
2022-01-19,Smartphone,Electronics,North,4,3668,839.4,2022,1,January,1,Wednesday,22.884405670665213
2023-06-30,Printer,Office,South,9,4293,295.47,2023,6,June,2,Friday,6.882599580712789
2022-08-19,Mouse,Accessories,North,7,5789,950.45,2022,8,August,3,Friday,16.418206944204528
2023-08-27,Smartwatch,Electronics,North,6,4440,800.92,2023,8,August,3,Sunday,18.03873873873874
2022-03-10,Printer,Office,South,5,5515,330.02,2022,3,March,1,Thursday,5.984043517679057
2024-10-12,Camera,Electronics,North,4,784,192.77,2024,10,October,4,Saturday,24.588010204081638
2024-06-15,Laptop,Electronics,East,4,576,156.59,2024,6,June,2,Saturday,27.185763888888893
2024-09-09,Smartwatch,Electronics,West,5,705,198.62,2024,9,September,3,Monday,28.17304964539007
2023-09-24,Keyboard,Accessories,North,6,4458,1215.3,2023,9,September,3,Sunday,27.261103633916555
2022-08-25,Smartphone,Electronics,East,6,6780,811.92,2022,8,August,3,Thursday,11.975221238938053
2023-10-01,Smartwatch,Electronics,North,5,3970,642.7,2023,10,October,4,Sunday,16.188916876574307
2023-01-08,Monitor,Accessories,North,7,5131,368.11,2023,1,January,1,Sunday,7.174235041902163
2022-10-02,Laptop,Electronics,East,7,1750,90.21,2022,10,October,4,Sunday,5.154857142857142
2022-02-11,Tablet,Electronics,East,7,8337,753.35,2022,2,February,1,Friday,9.03622406141298
2022-09-15,Keyboard,Accessories,East,9,9810,549.46,2022,9,September,3,Thursday,5.601019367991846
2024-01-28,Keyboard,Accessories,East,3,2658,794.36,2024,1,January,1,Sunday,29.885628291948837
2022-07-23,Printer,Office,West,1,473,43.65,2022,7,July,3,Saturday,9.228329809725158
2022-01-14,Tablet,Electronics,North,9,2205,410.01,2022,1,January,1,Friday,18.59455782312925
2023-06-13,Smartphone,Electronics,South,9,6948,1409.3,2023,6,June,2,Tuesday,20.283534830166957
2022-09-09,Tablet,Electronics,North,3,774,212.02,2022,9,September,3,Friday,27.392764857881136
2023-12-26,Tablet,Electronics,North,3,2532,343.13,2023,12,December,4,Tuesday,13.55173775671406
2024-11-16,Laptop,Electronics,West,7,6587,1173.91,2024,11,November,4,Saturday,17.821618339152877
2024-04-01,Smartphone,Electronics,East,7,7266,806.79,2024,4,April,2,Monday,11.103633360858794
2024-11-27,Smartphone,Electronics,East,7,6867,502.06,2024,11,November,4,Wednesday,7.3111984855104115
2023-07-01,Camera,Electronics,South,9,4887,396.36,2023,7,July,3,Saturday,8.110497237569062
2023-02-13,Mouse,Accessories,West,4,864,251.99,2023,2,February,1,Monday,29.16550925925926
2023-11-09,Smartphone,Electronics,East,6,5190,1215.07,2023,11,November,4,Thursday,23.411753371868976
2022-05-20,Keyboard,Accessories,South,8,2128,294.45,2022,5,May,2,Friday,13.836936090225564
2024-06-26,Mouse,Accessories,East,2,1718,218.82,2024,6,June,2,Wednesday,12.736903376018628
2022-05-02,Smartphone,Electronics,North,2,1270,229.39,2022,5,May,2,Monday,18.062204724409447
2023-05-18,Keyboard,Accessories,East,7,2569,130.19,2023,5,May,2,Thursday,5.067730634488128
2022-02-14,Printer,Office,South,2,1518,262.65,2022,2,February,1,Monday,17.302371541501973
2022-11-22,Headphones,Accessories,South,2,1210,268.37,2022,11,November,4,Tuesday,22.17933884297521
2022-03-15,Mouse,Accessories,East,2,1128,94.13,2022,3,March,1,Tuesday,8.34485815602837
2023-08-23,Headphones,Accessories,North,1,1077,77.97,2023,8,August,3,Wednesday,7.239554317548746
2023-12-18,Keyboard,Accessories,East,6,2244,517.47,2023,12,December,4,Monday,23.06016042780749
2022-09-16,Mouse,Accessories,West,8,1608,464.18,2022,9,September,3,Friday,28.866915422885576
2024-12-15,Camera,Electronics,West,5,3685,476.2,2024,12,December,4,Sunday,12.922659430122115
2024-04-25,Camera,Electronics,North,8,4080,1079.49,2024,4,April,2,Thursday,26.45808823529412
2024-02-09,Monitor,Accessories,North,1,404,84.4,2024,2,February,1,Friday,20.891089108910894
2023-04-19,Keyboard,Accessories,South,2,1738,163.38,2023,4,April,2,Wednesday,9.400460299194476
2023-01-31,Printer,Office,West,3,828,210.33,2023,1,January,1,Tuesday,25.40217391304348
2023-11-24,Mouse,Accessories,North,4,4344,461.72,2023,11,November,4,Friday,10.628913443830571
2023-10-02,Tablet,Electronics,North,1,1130,268.88,2023,10,October,4,Monday,23.794690265486725
2024-04-18,Headphones,Accessories,North,3,1698,304.91,2024,4,April,2,Thursday,17.957008244994114
2023-06-27,Tablet,Electronics,East,4,844,136.02,2023,6,June,2,Tuesday,16.11611374407583
2023-02-20,Printer,Office,West,2,2286,218.18,2023,2,February,1,Monday,9.544181977252844
2023-12-12,Camera,Electronics,East,2,1026,170.31,2023,12,December,4,Tuesday,16.599415204678365
2023-10-04,Laptop,Electronics,West,6,6984,1433.65,2023,10,October,4,Wednesday,20.527634593356243
2022-02-18,Monitor,Accessories,West,4,1672,432.35,2022,2,February,1,Friday,25.85825358851675
2023-01-08,Laptop,Electronics,North,6,1092,63.98,2023,1,January,1,Sunday,5.858974358974359
2024-04-01,Headphones,Accessories,South,2,272,24.71,2024,4,April,2,Monday,9.084558823529411
2023-11-12,Headphones,Accessories,West,2,1126,204.99,2023,11,November,4,Sunday,18.20515097690941
2023-10-22,Mouse,Accessories,West,7,8155,2177.38,2023,10,October,4,Sunday,26.69993868792152
2023-03-29,Smartwatch,Electronics,East,7,4298,358.38,2023,3,March,1,Wednesday,8.338296882270823
2022-12-17,Smartphone,Electronics,East,5,1365,310.66,2022,12,December,4,Saturday,22.75897435897436
2024-11-28,Camera,Electronics,West,6,4116,381.35,2024,11,November,4,Thursday,9.265063168124394
2022-04-07,Headphones,Accessories,South,8,904,181.45,2022,4,April,2,Thursday,20.07190265486725
2024-12-05,Smartwatch,Electronics,South,1,70,10.64,2024,12,December,4,Thursday,15.2
2023-09-03,Keyboard,Accessories,East,2,344,72.87,2023,9,September,3,Sunday,21.18313953488372
2023-08-19,Printer,Office,East,1,330,78.52,2023,8,August,3,Saturday,23.793939393939397
2024-08-17,Headphones,Accessories,South,2,518,34.22,2024,8,August,3,Saturday,6.606177606177606
2022-08-18,Mouse,Accessories,North,9,2763,458.4,2022,8,August,3,Thursday,16.590662323561347
2022-03-26,Smartwatch,Electronics,North,2,2298,343.53,2022,3,March,1,Saturday,14.949086161879894
2024-10-02,Monitor,Accessories,South,1,436,73.89,2024,10,October,4,Wednesday,16.94724770642202
2022-09-28,Mouse,Accessories,East,6,1824,213.47,2022,9,September,3,Wednesday,11.703399122807015
2024-05-12,Laptop,Electronics,North,5,1540,411.83,2024,5,May,2,Sunday,26.74220779220779
2023-03-14,Tablet,Electronics,East,7,5572,385.82,2023,3,March,1,Tuesday,6.924264178033022
2023-09-21,Monitor,Accessories,East,6,3030,335.71,2023,9,September,3,Thursday,11.07953795379538
2024-05-02,Monitor,Accessories,West,5,1245,345.84,2024,5,May,2,Thursday,27.778313253012044
2022-01-31,Tablet,Electronics,South,4,1252,326.69,2022,1,January,1,Monday,26.093450479233223
2024-06-04,Camera,Electronics,North,9,4959,479.28,2024,6,June,2,Tuesday,9.664851784634
2023-02-16,Monitor,Accessories,West,7,8162,443.81,2023,2,February,1,Thursday,5.437515314873806
2023-05-26,Monitor,Accessories,East,5,1370,253.92,2023,5,May,2,Friday,18.534306569343062
2023-12-28,Tablet,Electronics,North,3,3111,607.23,2023,12,December,4,Thursday,19.51880424300868
2022-10-10,Mouse,Accessories,South,7,7805,1078.03,2022,10,October,4,Monday,13.812043561819346
2024-04-21,Smartphone,Electronics,South,9,10314,2729.6,2024,4,April,2,Sunday,26.46499903044405
2023-09-29,Keyboard,Accessories,South,9,10782,2730.14,2023,9,September,3,Friday,25.321276201075865
2024-10-22,Monitor,Accessories,West,5,4375,987.96,2024,10,October,4,Tuesday,22.58194285714286
2023-07-31,Monitor,Accessories,North,5,2265,595.05,2023,7,July,3,Monday,26.271523178807943
2022-04-15,Laptop,Electronics,East,1,166,9.69,2022,4,April,2,Friday,5.837349397590361
2024-04-24,Headphones,Accessories,North,7,7217,1481.7,2024,4,April,2,Wednesday,20.53069142302896
2022-01-16,Tablet,Electronics,East,3,1767,186.54,2022,1,January,1,Sunday,10.556876061120542
2023-12-06,Laptop,Electronics,East,3,2883,557.81,2023,12,December,4,Wednesday,19.34824835241068
2024-09-04,Smartwatch,Electronics,South,3,1338,396.08,2024,9,September,3,Wednesday,29.602391629297458
2024-08-24,Printer,Office,East,9,9459,604.06,2024,8,August,3,Saturday,6.386087324241463
2022-06-10,Printer,Office,North,3,168,45.31,2022,6,June,2,Friday,26.9702380952381
2022-10-03,Smartphone,Electronics,South,9,4536,479.78,2022,10,October,4,Monday,10.57716049382716
2022-02-25,Mouse,Accessories,East,4,4404,793.7,2022,2,February,1,Friday,18.022252497729337
2023-08-18,Monitor,Accessories,North,4,1952,148.67,2023,8,August,3,Friday,7.616290983606556
2022-12-23,Mouse,Accessories,North,3,2004,467.76,2022,12,December,4,Friday,23.34131736526946
2022-06-30,Keyboard,Accessories,South,4,468,131.48,2022,6,June,2,Thursday,28.094017094017094
2024-11-10,Smartphone,Electronics,West,9,8667,1597.49,2024,11,November,4,Sunday,18.43186800507673
2024-02-24,Printer,Office,West,7,6097,567.32,2024,2,February,1,Saturday,9.30490405117271
2022-04-11,Headphones,Accessories,South,9,4752,1415.65,2022,4,April,2,Monday,29.79061447811448
2023-05-10,Keyboard,Accessories,East,1,1172,124.9,2023,5,May,2,Wednesday,10.656996587030717
2022-05-20,Keyboard,Accessories,North,2,1608,170.29,2022,5,May,2,Friday,10.590174129353231
2023-05-21,Printer,Office,South,7,7595,969.07,2023,5,May,2,Sunday,12.759315339038842
2024-07-17,Smartwatch,Electronics,West,1,1142,306.84,2024,7,July,3,Wednesday,26.868651488616464
2024-11-18,Keyboard,Accessories,North,2,116,13.67,2024,11,November,4,Monday,11.78448275862069
2022-06-06,Smartphone,Electronics,East,9,3951,908.13,2022,6,June,2,Monday,22.984813971146544
2023-12-21,Keyboard,Accessories,East,2,1606,138.96,2023,12,December,4,Thursday,8.65255292652553
2022-11-16,Headphones,Accessories,South,3,2025,403.0,2022,11,November,4,Wednesday,19.901234567901238
2023-07-24,Smartwatch,Electronics,West,2,2006,235.52,2023,7,July,3,Monday,11.740777666999003
2024-06-05,Camera,Electronics,South,9,9423,652.06,2024,6,June,2,Wednesday,6.919876896954261
2022-08-24,Laptop,Electronics,North,4,2276,399.94,2022,8,August,3,Wednesday,17.57205623901582
2022-08-22,Monitor,Accessories,West,5,4880,664.06,2022,8,August,3,Monday,13.6077868852459
2024-11-18,Laptop,Electronics,East,3,1773,183.15,2024,11,November,4,Monday,10.32994923857868
2023-01-21,Smartwatch,Electronics,South,9,2718,195.97,2023,1,January,1,Saturday,7.210080941869021
2022-11-07,Headphones,Accessories,East,4,3168,939.45,2022,11,November,4,Monday,29.654356060606062
2022-01-31,Camera,Electronics,West,2,1716,368.06,2022,1,January,1,Monday,21.44871794871795
2024-02-07,Smartphone,Electronics,West,2,214,14.08,2024,2,February,1,Wednesday,6.579439252336448
2024-06-04,Camera,Electronics,East,2,2092,366.12,2024,6,June,2,Tuesday,17.50095602294455
2024-03-21,Headphones,Accessories,West,3,225,46.96,2024,3,March,1,Thursday,20.871111111111112
2023-03-26,Smartwatch,Electronics,East,1,859,217.67,2023,3,March,1,Sunday,25.339930151338763
2022-04-10,Printer,Office,West,2,2070,183.41,2022,4,April,2,Sunday,8.860386473429951
2024-06-10,Keyboard,Accessories,South,6,3240,758.19,2024,6,June,2,Monday,23.40092592592593
2022-10-08,Tablet,Electronics,East,2,1748,506.52,2022,10,October,4,Saturday,28.97711670480549
2023-07-06,Mouse,Accessories,West,8,2080,108.48,2023,7,July,3,Thursday,5.215384615384616
2022-06-18,Smartwatch,Electronics,North,3,2193,521.14,2022,6,June,2,Saturday,23.76379388964888
2023-06-08,Headphones,Accessories,West,5,2080,614.77,2023,6,June,2,Thursday,29.55625
2022-05-13,Mouse,Accessories,South,5,5070,986.39,2022,5,May,2,Friday,19.455424063116368
2024-03-08,Laptop,Electronics,South,7,469,47.4,2024,3,March,1,Friday,10.106609808102345
2023-10-08,Printer,Office,South,1,802,153.55,2023,10,October,4,Sunday,19.14588528678304
2024-12-31,Smartphone,Electronics,West,6,930,213.6,2024,12,December,4,Tuesday,22.967741935483872
2022-03-11,Smartwatch,Electronics,South,1,495,55.17,2022,3,March,1,Friday,11.145454545454546
2024-08-01,Monitor,Accessories,East,6,4938,847.89,2024,8,August,3,Thursday,17.17071688942892
2022-08-21,Tablet,Electronics,South,2,1300,267.46,2022,8,August,3,Sunday,20.57384615384615
2024-12-11,Mouse,Accessories,South,7,2100,131.67,2024,12,December,4,Wednesday,6.27
2024-03-13,Camera,Electronics,South,2,2248,636.52,2024,3,March,1,Wednesday,28.31494661921708
2023-12-05,Headphones,Accessories,North,8,7096,991.23,2023,12,December,4,Tuesday,13.968855693348363
2022-05-13,Headphones,Accessories,East,3,1992,252.21,2022,5,May,2,Friday,12.661144578313255
2022-01-29,Camera,Electronics,South,4,4056,1189.26,2022,1,January,1,Saturday,29.321005917159766
2022-12-22,Camera,Electronics,East,2,1986,208.88,2022,12,December,4,Thursday,10.517623363544812
2024-04-07,Printer,Office,East,3,1635,196.73,2024,4,April,2,Sunday,12.032415902140672
2022-03-05,Smartwatch,Electronics,East,9,3132,443.27,2022,3,March,1,Saturday,14.152937420178798
2023-05-21,Smartphone,Electronics,South,8,7064,1554.52,2023,5,May,2,Sunday,22.006228765571915
2024-03-16,Camera,Electronics,East,1,907,249.2,2024,3,March,1,Saturday,27.475192943770672
2023-01-14,Mouse,Accessories,South,9,7938,1191.41,2023,1,January,1,Saturday,15.008944318468128
2023-11-11,Printer,Office,South,4,4360,1207.46,2023,11,November,4,Saturday,27.69403669724771
2024-08-19,Keyboard,Accessories,West,3,375,95.04,2024,8,August,3,Monday,25.344
2022-09-24,Monitor,Accessories,North,7,826,101.01,2022,9,September,3,Saturday,12.228813559322036
2023-11-04,Headphones,Accessories,East,1,1011,186.42,2023,11,November,4,Saturday,18.439169139465875
2023-09-09,Mouse,Accessories,East,3,807,148.58,2023,9,September,3,Saturday,18.411400247831477
2024-12-17,Headphones,Accessories,North,2,1840,367.7,2024,12,December,4,Tuesday,19.983695652173918
2022-02-07,Keyboard,Accessories,West,5,4550,1039.34,2022,2,February,1,Monday,22.84263736263736
2024-01-07,Smartphone,Electronics,North,9,8793,901.7,2024,1,January,1,Sunday,10.254748095075628
2024-07-09,Headphones,Accessories,North,5,310,32.01,2024,7,July,3,Tuesday,10.325806451612902
2023-11-28,Headphones,Accessories,East,3,1143,275.04,2023,11,November,4,Tuesday,24.06299212598425
2022-03-10,Monitor,Accessories,West,3,2610,740.21,2022,3,March,1,Thursday,28.360536398467435
2022-07-31,Tablet,Electronics,West,6,1494,269.25,2022,7,July,3,Sunday,18.02208835341365
2023-07-05,Smartphone,Electronics,North,4,1524,189.32,2023,7,July,3,Wednesday,12.42257217847769
2023-11-21,Tablet,Electronics,North,9,9441,2171.42,2023,11,November,4,Tuesday,22.999894079017054
2022-06-18,Smartphone,Electronics,South,4,3520,417.26,2022,6,June,2,Saturday,11.853977272727272
2023-03-29,Tablet,Electronics,West,2,390,103.99,2023,3,March,1,Wednesday,26.664102564102564
2024-01-27,Printer,Office,South,3,3219,255.09,2024,1,January,1,Saturday,7.924510717614167
2024-09-29,Laptop,Electronics,North,1,450,75.89,2024,9,September,3,Sunday,16.864444444444445
2023-08-12,Smartwatch,Electronics,South,4,828,216.98,2023,8,August,3,Saturday,26.205314009661837
2022-01-17,Printer,Office,East,1,1146,152.79,2022,1,January,1,Monday,13.332460732984291
2024-07-09,Monitor,Accessories,West,3,1986,361.33,2024,7,July,3,Tuesday,18.19385699899295
2023-03-21,Smartwatch,Electronics,North,8,7264,1776.83,2023,3,March,1,Tuesday,24.4607654185022
2023-06-08,Laptop,Electronics,East,7,7469,915.63,2023,6,June,2,Thursday,12.259070826081135
2024-03-19,Laptop,Electronics,South,5,1385,165.55,2024,3,March,1,Tuesday,11.953068592057765
2023-03-13,Tablet,Electronics,North,4,4556,315.07,2023,3,March,1,Monday,6.915496049165935
2024-02-08,Monitor,Accessories,North,3,456,61.42,2024,2,February,1,Thursday,13.469298245614036
